"date","maxtp","mintp","gmin","rain","cbl","wdsp","hm","ddhm","hg","sun","g_rad","soil","pe","evap","smd_wd","smd_md","smd_pd","year","month","season"
2023-07-19,18.5,11.6,8.8,1.5,1007.3,6.5,15,290,19,2.8,1467,16.95,2.5,3.4,1,1,-6.1,2023,"Jul",NA
2023-07-20,17.3,10.8,9.4,2.5,1007.2,6.8,15,290,20,3.3,1523,16.375,2.6,3.5,1,1,-5.7,2023,"Jul",NA
2023-07-21,17.8,10.3,8.9,2.6,1002.7,8.6,15,270,19,2.4,1560,15.65,2.4,3.5,0.8,0.8,-5.6,2023,"Jul",NA
2023-07-22,19.6,12.9,12.1,28,993.7,6.3,12,260,19,0.1,904,16.7,1.7,2.4,0,-10,-10,2023,"Jul",NA
2023-07-23,15.4,11.8,14.2,5.3,992.8,10.8,18,30,29,0,653,16.325,1,1.6,0,-4.3,-10,2023,"Jul",NA
2023-07-24,17.5,7.8,6.7,0.5,1000,6.2,11,350,17,3.7,1499,15.625,2.3,3.3,1.8,1.8,-7.7,2023,"Jul",NA
2023-07-25,19.4,7,4.9,0,1002.2,6.5,10,280,16,7,1931,15.575,3,4.2,4.8,4.8,-4.3,2023,"Jul",NA
2023-07-26,17.4,10.2,5.3,7.9,995.1,5.8,11,180,18,0.9,671,15.525,1.2,1.6,0,-2,-10,2023,"Jul",NA
2023-07-27,22,14.7,14.8,1.3,990.7,9.7,15,260,22,4.5,1568,17.65,2.9,4,1.6,1.6,-7.9,2023,"Jul",NA
2023-07-28,20.4,12.9,11.7,0.5,991.3,8.3,15,210,22,2.8,1629,17.55,3,4.1,4.1,4.1,-5,2023,"Jul",NA
2023-07-29,19.4,11.9,10.3,0.7,992,10.6,19,250,30,9.7,2137,16.475,3.4,4.9,6.6,6.6,-2.1,2023,"Jul",NA
2023-07-30,17.7,12.8,11.7,3.2,994.5,8.5,13,240,25,0.4,821,16.025,1.5,2.2,4.9,4.9,-3.6,2023,"Jul",NA
2023-07-31,17.9,13,13.4,4.2,990.2,10.6,17,260,30,3.4,1144,16.525,2,2.9,2.6,2.6,-5.6,2023,"Jul",NA
2023-08-01,19.8,11.9,10.8,9.1,984.8,9.6,15,270,25,3.7,1352,16.3,2.6,3.6,0,-4,-10,2023,"Aug",NA
2023-08-02,17.1,12.7,12.5,9.4,982.4,13.2,20,10,31,0,454,15.45,1.2,1.7,0,-8.2,-10,2023,"Aug",NA
2023-08-03,19.1,10.9,10.5,0,1000.8,12.7,19,320,27,3.2,1437,15.35,2.6,3.8,2.6,2.6,-6.9,2023,"Aug",NA
2023-08-04,17.5,8.8,7.6,5.3,1006.5,8.1,13,290,20,5.6,1571,15.05,2.5,3.5,0,-0.3,-9.4,2023,"Aug",NA
2023-08-05,18,9.8,9.9,48.6,1000,12.9,24,80,37,4.1,1543,15.2,2.4,3.7,0,-10,-10,2023,"Aug",NA
2023-08-06,18.7,9.1,8.2,2.6,1010,8.9,21,290,31,7.9,1904,15.275,2.7,4,0.1,0.1,-9.4,2023,"Aug",NA
2023-08-07,18.2,8.3,6.3,0.1,1009.1,5.9,11,270,16,2.2,1587,15.225,2.5,3.4,2.5,2.5,-6.5,2023,"Aug",NA
2023-08-08,17.9,9.8,6.1,0.1,1005.2,3.9,7,100,12,6.6,1254,16.275,2,2.7,4.4,4.4,-4.3,2023,"Aug",NA
2023-08-09,22.5,12.7,6.9,0,1005.7,3.9,8,220,13,0.9,1186,17.65,2.1,2.8,6.4,6.4,-1.9,2023,"Aug",NA
2023-08-10,22.3,13.2,9.9,0.1,1003.8,8.3,14,150,23,4.4,1737,18.875,2.7,3.8,8.9,8.9,0.8,2023,"Aug",NA
2023-08-11,21.6,14.3,12.2,0,999.7,11.5,19,200,30,8.1,1836,18.525,3.3,4.6,11.9,11.9,4,2023,"Aug",NA
2023-08-12,20.1,14.4,14.7,2.7,996.2,10.2,18,270,28,4.4,1516,17.8,2.8,3.8,11.6,11.6,4.1,2023,"Aug",NA
2023-08-13,19.6,13.2,12.3,3.1,998,7.5,12,250,21,5.6,1784,17.7,2.9,4,11.1,11.1,3.9,2023,"Aug",NA
2023-08-14,20.8,10.9,8,0,998.8,7,16,290,19,3.1,1308,17.15,2.4,3.2,13.3,13.3,6.3,2023,"Aug",NA
2023-08-15,20.7,10.2,11,1,1006.3,8,13,280,18,5.7,1641,17.275,2.7,3.7,14.6,14.6,7.9,2023,"Aug",NA
2023-08-16,18.5,8.5,4.7,0,1011.7,6,11,90,15,0.4,1234,16.9,1.8,2.5,16.2,16.2,9.7,2023,"Aug",NA
2023-08-17,20.6,9.5,3.2,1.5,1007.8,7.5,13,140,21,8.6,1669,17.5,2.4,3.4,16.7,16.7,10.6,2023,"Aug",NA
2023-08-18,17.6,14.6,14.4,22.9,994.2,13.7,24,110,36,0,175,16.725,0.7,1.1,0,-5.6,-10,2023,"Aug",NA
2023-08-19,21.1,15.5,15,1.7,990.5,14.5,29,150,47,8.1,1939,17.825,3.2,4.7,1.5,1.5,-8,2023,"Aug",NA
2023-08-20,21.8,14.4,11,0,1006,9.4,15,200,30,9.2,1918,17.9,3.4,4.6,4.8,4.8,-4.3,2023,"Aug",NA
2023-08-21,21.8,15.9,13.4,0,1006.2,11.2,16,210,29,8.3,1754,18.1,3.5,4.7,8.2,8.2,-0.5,2023,"Aug",NA
2023-08-22,20,13.4,13.6,0.2,1006.7,8.5,18,270,26,3.8,1406,17.625,2.6,3.5,10.4,10.4,1.9,2023,"Aug",NA
2023-08-23,19.5,11.4,7.3,0.1,1007.4,4.4,9,270,13,4.5,1160,16.925,1.9,2.6,12,12,3.7,2023,"Aug",NA
2023-08-24,18.3,10.7,9.4,0,1003.3,10,15,270,21,10.1,1981,17,2.9,4.2,14.6,14.6,6.6,2023,"Aug",NA
2023-08-25,18.6,11.7,10.7,6.9,999.4,8.4,16,10,23,6.3,1531,17.15,2.5,3.5,9.9,9.9,2.2,2023,"Aug",NA
2023-08-26,18.8,11.1,10,2.1,1000.7,10.8,15,330,21,3.3,1324,16.125,2.2,3.2,9.7,9.7,2.3,2023,"Aug",NA
2023-08-27,18.9,10.2,10.1,0.2,1004,11.2,21,300,30,1,1030,15.425,1.8,2.6,11.2,11.2,3.9,2023,"Aug",NA
2023-08-28,17.9,9.9,8.1,0.1,1005.7,9,14,280,20,1.8,1145,15.475,2,2.8,12.9,12.9,5.8,2023,"Aug",NA
2023-08-29,17,10.7,10.7,0,1002.5,10.3,17,290,23,4,1338,15.825,2.2,3.1,14.8,14.8,8,2023,"Aug",NA
2023-08-30,17,9.8,8.4,0,999.8,7.5,13,290,18,4.7,1232,15,2,2.7,16.5,16.5,10,2023,"Aug",NA
2023-08-31,16,10.4,8.9,1.6,996.8,6.8,15,150,22,0.1,791,15.55,1.3,1.8,16,16,9.6,2023,"Aug",NA
2023-09-01,19.2,11.7,13.6,6.6,1002,5.3,10,90,13,4,1163,16.95,1.6,2.3,10.8,10.8,4.7,2023,"Sep",NA
2023-09-02,20.8,11.2,7.5,0,1011.5,4,8,90,12,6.3,1404,17.55,2,2.7,12.6,12.6,6.7,2023,"Sep",NA
2023-09-03,23.1,9.2,6.9,0,1016,4.6,9,320,14,12.2,2013,18.15,2.7,3.7,15,15,9.4,2023,"Sep",NA
2023-09-04,22.8,7,3,0,1012.5,5.1,11,90,18,12.4,1921,18.075,2.6,3.6,17.3,17.3,12,2023,"Sep",NA
2023-09-05,21.3,13.3,9.8,0,1008.2,7.8,16,80,26,9.8,1700,18.75,2.3,3.3,19.2,19.2,14.3,2023,"Sep",NA
2023-09-06,25.7,11.8,8.4,0,1007.7,4.6,10,100,15,11.6,1645,19.525,2.7,3.5,21.4,21.4,16.8,2023,"Sep",NA
2023-09-07,24.1,14.4,10.6,0,1007.1,6.2,9,100,15,2.5,980,19.2,1.9,2.5,23,23,18.6,2023,"Sep",NA
2023-09-08,26.1,13.1,10.6,0,1006.1,3.8,8,90,12,11.2,1711,20.45,2.6,3.4,25,25,21,2023,"Sep",NA
2023-09-09,25.2,14.6,14.7,0,1006.1,4.4,9,150,12,7.4,1360,21.15,2.2,3,26.8,26.8,23,2023,"Sep",NA
2023-09-10,20.7,13.5,10.5,9.8,1003.5,4.3,8,250,14,0.9,616,19.025,1.1,1.5,17.8,17.8,14.1,2023,"Sep",NA
2023-09-11,18.6,11.9,14.7,14,1002.3,6.1,13,30,18,0,276,17.225,0.7,1,4.4,4.4,0.8,2023,"Sep",NA
2023-09-12,16.4,5,9.7,0.8,1008.4,8.5,14,10,23,8.6,1614,15.9,1.8,2.7,5.3,5.3,1.8,2023,"Sep",NA
2023-09-13,16.5,4.3,-0.3,1.2,1009.5,6.2,15,210,24,2,848,13.65,1.2,1.7,5.2,5.2,1.8,2023,"Sep",NA
2023-09-14,17.3,11.2,10.5,4.3,1007.8,5,11,280,13,2.1,890,15.075,1.5,2,2.4,2.4,-1,2023,"Sep",NA
2023-09-15,12,10.2,10.7,23.7,1005.6,8.9,15,10,20,0,267,13.775,0.6,0.9,0,-10,-10,2023,"Sep",NA
2023-09-16,15,10.1,10.1,2,1007.1,12.2,17,20,24,0,214,13.025,0.7,1,0,-1.3,-10,2023,"Sep",NA
2023-09-17,15.6,14,11.5,23.1,998.3,6.5,13,100,17,0,303,14.8,0.7,1,0,-10,-10,2023,"Sep",NA
2023-09-18,15.2,10.4,10.3,0.7,990.4,12.6,20,270,30,8.4,1475,14.45,1.6,2.6,0.9,0.9,-8.6,2023,"Sep",NA
2023-09-19,19,10.7,9,13.1,984.5,13.2,22,210,37,1.3,816,14.825,1.3,2,0,-10,-10,2023,"Sep",NA
2023-09-20,17.6,9.2,12.1,1.8,977.7,11,19,210,36,6.5,1259,14.95,1.5,2.3,0,-0.3,-9.8,2023,"Sep",NA
2023-09-21,15.8,7.8,3.9,0,984.2,7.4,13,280,18,8.3,1410,12.625,1.9,2.6,1.9,1.9,-7.5,2023,"Sep",NA
2023-09-22,14.8,6.1,6.1,0.1,994.4,12.3,20,310,27,7.1,1299,12.325,1.8,2.6,3.5,3.5,-5.4,2023,"Sep",NA
2023-09-23,17,4.9,0.9,0.9,1000.1,9.2,19,160,28,5.6,1109,11.65,1.2,1.9,3.8,3.8,-4.8,2023,"Sep",NA
2023-09-24,18.9,11.9,8.7,0.9,993.2,10.6,21,190,39,0.7,312,14.175,1.1,1.4,4,4,-4.3,2023,"Sep",NA
2023-09-25,18.3,13.5,10.7,0,999.7,11.2,15,210,24,7.9,1145,13.725,2.4,3.1,6.3,6.3,-1.8,2023,"Sep",NA
2023-09-26,17.5,10,10.7,3.2,1000.1,8.5,16,270,24,4.1,954,14.1,1.5,2.1,4.5,4.5,-3.4,2023,"Sep",NA
2023-09-27,16.5,10,5.7,15,989.8,15.2,31,150,47,0.4,245,13.2,1,1.4,0,-9.6,-10,2023,"Sep",NA
2023-09-28,15.5,10.5,9.7,1.4,994,9.8,21,260,37,0,294,12.9,1.2,1.5,0,-0.2,-9.7,2023,"Sep",NA
2023-09-29,16.4,10.1,7.5,0.3,1005.5,8,16,260,24,8.9,1203,12.475,1.5,2.1,1.2,1.2,-8.1,2023,"Sep",NA
2023-09-30,17.5,7.8,2.7,11.1,1007,6.8,17,150,25,0,173,12.075,0.7,1,0,-9.2,-10,2023,"Sep",NA
2023-10-01,18.8,11.6,11.3,0.5,1005,6.6,11,250,18,7.8,1093,14.75,1.6,2.1,1.1,1.1,-8.4,2023,"Oct",NA
2023-10-02,14.2,10.3,7.4,0,1004.9,5,8,200,12,0,348,12.275,1,1.3,2,2,-7,2023,"Oct",NA
2023-10-03,16.3,9.6,8,0,1007.5,9.8,19,270,30,7.3,1061,12.15,1.5,2.1,3.5,3.5,-5.2,2023,"Oct",NA
2023-10-04,16.5,10.7,9.1,0,1010.7,10.2,15,230,26,2.6,723,12.5,1.4,1.9,4.9,4.9,-3.5,2023,"Oct",NA
2023-10-05,17.2,12.7,11.4,4,1006.3,11.9,17,210,28,0.1,401,13.775,1.1,1.4,1.9,1.9,-6.2,2023,"Oct",NA
2023-10-06,20.6,15.1,12.6,0.2,1006.3,11.4,14,230,26,0.4,536,15.8,1.6,2,3.3,3.3,-4.5,2023,"Oct",NA
2023-10-07,20.8,13.1,13.9,0,1008.8,6.4,12,240,21,0.5,449,15.275,1.3,1.6,4.6,4.6,-3,2023,"Oct",NA
2023-10-08,21.3,9.6,6.4,0,1011.5,5.3,10,250,17,1.7,714,15.075,1.2,1.6,5.8,5.8,-1.6,2023,"Oct",NA
2023-10-09,23.2,14.4,11.2,0,1009.8,4,8,270,11,8.7,1020,16.4,1.5,2,7.2,7.2,0,2023,"Oct",NA
2023-10-10,20.9,14.8,12,0,1003.3,8,13,250,26,0.9,585,15.875,1.6,1.9,8.6,8.6,1.6,2023,"Oct",NA
2023-10-11,15.8,2.8,9.6,5.9,1000.8,6.6,17,310,24,0.1,208,13.4,0.6,0.8,3.3,3.3,-3.7,2023,"Oct",NA
2023-10-12,13.2,1.5,-1.5,0,998.5,3.7,7,240,11,7.1,905,10.525,0.7,1.1,4,4,-2.8,2023,"Oct",NA
2023-10-13,12.7,6.2,7.5,2.6,994.8,11.2,22,280,30,6.2,917,11.675,0.9,1.3,2.3,2.3,-4.4,2023,"Oct",NA
2023-10-14,11,2.5,2.6,0.2,1008.9,11.3,19,290,26,8.2,1011,8.85,1,1.4,3,3,-3.4,2023,"Oct",NA
2023-10-15,11.3,1,-1.1,0,1016,4.8,11,270,13,7.6,972,8.125,0.8,1.2,3.9,3.9,-2.4,2023,"Oct",NA
2023-10-16,12.4,3.3,-0.3,0,1010.4,5.9,12,110,18,6,832,9.25,0.9,1.3,4.7,4.7,-1.4,2023,"Oct",NA
2023-10-17,12.4,8.7,1.7,8.2,1000.3,11.4,16,110,25,0,319,9.575,1.1,1.4,0,-2.4,-8.4,2023,"Oct",NA
2023-10-18,13.6,9.9,9.1,16.6,982.8,13.5,20,100,28,0,113,11.3,0.6,0.8,0,-10,-10,2023,"Oct",NA
2023-10-19,17,12,11.7,15.6,969.2,7.5,14,90,21,2.8,555,13.5,0.7,1,0,-10,-10,2023,"Oct",NA
2023-10-20,13.7,9.2,9.4,29.8,971.8,13.7,27,50,38,0,68,12.175,0.6,0.8,0,-10,-10,2023,"Oct",NA
2023-10-21,10.4,5.6,5.4,1.9,980.3,9.6,17,30,24,1.9,549,10,0.7,1,0,-1.2,-10,2023,"Oct",NA
2023-10-22,13.5,3.9,0.8,0.1,991.2,5.5,8,250,14,8,864,8.875,0.8,1.1,0.7,0.7,-8.8,2023,"Oct",NA
2023-10-23,14,10.2,-0.4,8.2,992.5,9.6,18,180,25,0.4,274,10.825,0.7,1,0,-6.8,-10,2023,"Oct",NA
2023-10-24,12.5,4,8.9,4,988.2,6.4,13,150,19,2.3,467,10.9,0.4,0.6,0,-3.6,-10,2023,"Oct",NA
2023-10-25,13.2,5.2,0.1,2.7,984.6,6.1,13,140,21,3.6,597,9.75,0.6,0.8,0,-2.1,-10,2023,"Oct",NA
2023-10-26,14.8,6.5,5.5,0.5,977.5,4.8,12,140,20,4.1,573,11.1,0.6,0.8,0.1,0.1,-9.4,2023,"Oct",NA
2023-10-27,13.2,4.1,-1,2.9,974.2,5.8,12,150,19,5.3,588,9.525,0.5,0.8,0,-2.3,-10,2023,"Oct",NA
2023-10-28,14.1,9.3,7.2,4.4,970.1,8.5,16,80,27,4.8,542,10.6,0.7,1,0,-3.7,-10,2023,"Oct",NA
2023-10-29,12.4,2.5,-1.2,11.1,972,5.2,13,100,19,0.9,343,9.675,0.4,0.6,0,-10,-10,2023,"Oct",NA
2023-10-30,12.7,1.7,-1.3,2.1,979.9,4.1,10,80,17,3.4,402,8.425,0.3,0.5,0,-1.8,-10,2023,"Oct",NA
2023-10-31,12.3,4.4,0.8,4.2,983.2,6.8,15,120,26,2.5,520,10,0.4,0.5,0,-3.8,-10,2023,"Oct",NA
2023-11-01,13.1,1.5,7.6,2.6,970.3,8.2,19,250,37,3.7,464,10.05,0.3,0.5,0,-2.3,-10,2023,"Nov",NA
2023-11-02,9.8,4.5,-1.2,2.2,963.8,8.9,14,270,20,1.6,368,7.725,0.5,0.7,0,-1.7,-10,2023,"Nov",NA
2023-11-03,11.2,4.1,2.3,0.2,970.6,9.7,19,290,25,5.5,600,8.225,0.5,0.7,0.3,0.3,-9.2,2023,"Nov",NA
2023-11-04,10.7,3.6,0.6,12,961.7,8,16,70,23,0.3,258,7.925,0.4,0.6,0,-10,-10,2023,"Nov",NA
2023-11-05,11.6,5.1,4,0,971.3,8.7,13,270,19,3.5,495,8.075,0.5,0.7,0.5,0.5,-9,2023,"Nov",NA
2023-11-06,11.4,6,4.8,0,985.3,10.2,18,270,26,3.7,456,7.575,0.7,0.9,1.3,1.3,-7.8,2023,"Nov",NA
2023-11-07,11.1,6.8,5.4,0,994.9,10,16,270,24,6.9,574,7.775,0.7,0.9,2,2,-6.7,2023,"Nov",NA
2023-11-08,11.9,4.4,5.6,2.8,987.7,9.9,22,280,35,4.1,419,7.925,0.5,0.7,0,-0.3,-8.6,2023,"Nov",NA
2023-11-09,8.4,4.8,1.8,0.2,980.7,9.7,17,260,26,2,369,6.175,0.7,0.9,0.5,0.5,-7.7,2023,"Nov",NA
2023-11-10,10.2,4.1,2.9,1,987.5,10.2,17,280,23,6.5,542,6.625,0.5,0.6,0,0,-7.8,2023,"Nov",NA
2023-11-11,9.1,1.3,-0.5,0,994.7,6.9,11,110,18,4.3,341,5.275,0.3,0.5,0.3,0.3,-7.1,2023,"Nov",NA
2023-11-12,12.7,8.1,-0.1,7,987,8.4,15,100,26,2.4,263,7.65,0.8,0.9,0,-5.9,-10,2023,"Nov",NA
2023-11-13,13.8,8.6,5.5,11.1,977.4,15.8,28,260,46,3.5,426,8.875,0.7,0.8,0,-10,-10,2023,"Nov",NA
2023-11-14,12.5,8.1,7.8,1.5,993,10.8,18,270,31,5.1,412,8.725,0.7,0.8,0,-0.8,-10,2023,"Nov",NA
2023-11-15,10.3,2.8,5.2,0,1003.5,9.2,18,260,27,6.7,490,7.15,0.4,0.5,0.4,0.4,-9.1,2023,"Nov",NA
2023-11-16,10,2.3,-0.2,0.3,1003.6,4.8,10,220,19,0.1,213,6.55,0.4,0.6,0.5,0.5,-8.5,2023,"Nov",NA
2023-11-17,10.8,5.2,4.2,10.3,1001.8,9.2,20,150,33,3.5,325,6.4,0.4,0.5,0,-9.4,-10,2023,"Nov",NA
2023-11-18,14.3,10.4,5.7,1.8,992.3,9.3,15,150,25,0.2,218,9.75,0.6,0.7,0,-1.2,-10,2023,"Nov",NA
2023-11-19,12.2,8.6,9.1,1.4,990.6,11.3,17,260,30,0.1,157,9.5,0.6,0.7,0,-0.8,-10,2023,"Nov",NA
2023-11-20,10.8,6.4,7.1,0.2,1003.8,13.8,23,320,30,0.1,143,8.775,0.7,0.9,0.5,0.5,-9,2023,"Nov",NA
2023-11-21,8.7,3.1,1.3,0,1017.3,8,16,320,23,3.4,361,6.675,0.3,0.3,0.8,0.8,-8.2,2023,"Nov",NA
2023-11-22,11.6,8.4,3.9,0.4,1018.3,11.8,20,260,30,0,137,8.95,0.6,0.7,1,1,-7.7,2023,"Nov",NA
2023-11-23,12.8,7.8,9.4,0.2,1015.4,15,24,280,31,0.6,195,9.975,0.5,0.7,1.3,1.3,-7,2023,"Nov",NA
2023-11-24,8.5,-0.1,4.5,0,1016.2,8.1,14,330,20,0.8,211,7.5,0.3,0.4,1.6,1.6,-6.3,2023,"Nov",NA
2023-11-25,7.7,-2.6,-5.8,0,1011.2,3.8,8,160,11,2.6,266,4.725,0.2,0.3,1.8,1.8,-5.8,2023,"Nov",NA
2023-11-26,10.5,5.1,-1.1,3.4,1000.8,5.5,11,270,16,0,153,7.15,0.3,0.4,0,-1.3,-8.6,2023,"Nov",NA
2023-11-27,8.9,2.4,7.3,0.1,997.5,11,16,330,24,2.7,278,7.55,0.2,0.3,0.1,0.1,-8.1,2023,"Nov",NA
2023-11-28,6.5,0.5,1,0,1000.9,6.2,11,300,14,0.1,211,5.325,0.3,0.4,0.4,0.4,-7.3,2023,"Nov",NA
2023-11-29,5.3,-1.1,-2.7,0.7,996.7,6.6,13,40,18,1.2,220,4.175,0.3,0.4,0,0,-7.4,2023,"Nov",NA
2023-11-30,5.4,-1.6,-1.4,5.7,996.6,10,20,30,29,2,185,3.2,0.5,0.6,0,-5.2,-10,2023,"Nov",NA
2023-12-01,3.7,-2.8,-4.4,0,1000.5,5.4,9,270,12,3.1,306,1.8,0.2,0.3,0.2,0.2,-9.3,2023,"Dec",NA
2023-12-02,5.8,-0.7,-3.7,0.2,1000.9,4.1,8,300,11,4.7,335,2.275,0.1,0.2,0.1,0.1,-8.9,2023,"Dec",NA
2023-12-03,5.5,-0.4,-2.8,4.8,996.5,7.4,18,50,25,1.4,196,3.15,0.2,0.2,0,-4.5,-10,2023,"Dec",NA
2023-12-04,5.1,1.4,-0.1,0,994.9,14.9,18,340,30,0.1,138,3.9,0.5,0.7,0.5,0.5,-9,2023,"Dec",NA
2023-12-05,6.4,1.5,1.4,0,1001.9,8.6,18,330,26,1.9,220,4.55,0.2,0.3,0.7,0.7,-8.4,2023,"Dec",NA
2023-12-06,8.7,3.3,-2.2,1.3,998.3,14.2,23,150,43,0.1,61,5.075,0.4,0.6,0,-0.3,-8.9,2023,"Dec",NA
2023-12-07,11.8,8.4,6.9,4.1,985.7,12.7,26,150,36,0.5,57,7.775,0.7,0.9,0,-3.4,-10,2023,"Dec",NA
2023-12-08,9.9,8.3,7.1,0.1,984.5,12.7,16,220,29,0.1,149,6.925,0.9,1.1,0.8,0.8,-8.7,2023,"Dec",NA
2023-12-09,11.7,6.3,7.2,9.1,982.4,16.8,35,270,53,0.6,252,7.5,0.5,0.6,0,-7.8,-10,2023,"Dec",NA
2023-12-10,11,6.2,5,7.2,982.3,13.3,30,270,47,4,265,6.775,0.5,0.6,0,-6.7,-10,2023,"Dec",NA
2023-12-11,10.3,6,4.8,8.6,989.3,9.5,17,270,26,5.8,308,6.95,0,0,0,-8.6,-10,2023,"Dec",NA
2023-12-12,9.6,4.5,1.4,0.4,986.8,7.2,16,330,21,0.7,194,7.325,0.2,0.2,0,-0.2,-9.7,2023,"Dec",NA
2023-12-13,7.5,2.5,1.8,0.1,998.4,8.8,15,330,24,6.7,323,5.925,0,0,0,-0.1,-9.3,2023,"Dec",NA
2023-12-14,8.9,6.6,-1.9,0.1,1011,7.8,15,270,26,0.1,130,6.525,0.4,0.5,0.3,0.3,-8.6,2023,"Dec",NA
2023-12-15,11.4,7.2,6.3,0,1020.9,8,13,220,25,1.5,203,7.4,0.5,0.6,0.8,0.8,-7.6,2023,"Dec",NA
2023-12-16,11.5,8.9,7.1,0,1020.7,9.5,17,200,27,3.7,274,8.025,0.4,0.4,1.2,1.2,-6.8,2023,"Dec",NA
2023-12-17,12.8,10,7.7,0.3,1015.5,14.1,21,220,32,2.6,253,9.025,0.6,0.6,1.5,1.5,-6.2,2023,"Dec",NA
2023-12-18,13.4,9,10.2,0.5,1011.4,9.2,13,280,27,0,93,10.4,0.4,0.6,1.4,1.4,-5.9,2023,"Dec",NA
2023-12-19,9.2,5.1,3.9,0.4,1011.1,11.1,18,270,26,5.5,291,7.425,0.2,0.2,1.2,1.2,-5.8,2023,"Dec",NA
2023-12-20,10.9,6.7,3.9,0.1,1006.4,17.5,27,280,37,0,75,7.575,0.7,0.9,1.8,1.8,-5,2023,"Dec",NA
2023-12-21,11.4,8.3,8.3,0.7,1001.2,23.8,34,290,51,3.2,233,9,0.8,1,1.9,1.9,-4.6,2023,"Dec",NA
2023-12-22,10.7,8.3,7.8,1,1004.4,20.6,28,280,39,0.4,190,8.525,0.7,0.9,1.6,1.6,-4.7,2023,"Dec",NA
2023-12-23,12.5,8.9,7.7,1.5,998.2,15.5,23,270,38,0.1,136,8.8,0.5,0.6,0.6,0.6,-5.5,2023,"Dec",NA
2023-12-24,12.6,8.7,8.7,1.4,990.6,16.3,29,270,44,0.9,168,10.025,0.4,0.6,0,-0.4,-6.2,2023,"Dec",NA
2023-12-25,9.7,6.5,7.5,0.8,992.9,10.9,16,250,29,0,111,8,0.7,0.8,0,-0.1,-6,2023,"Dec",NA
2023-12-26,8.3,3.7,2.5,3.9,1000.9,9,21,290,29,0.6,162,5.725,0.4,0.5,0,-3.5,-9.2,2023,"Dec",NA
2023-12-27,13.8,5.5,2.6,15.6,986.2,14,22,210,38,0.9,91,7.625,1,1.2,0,-10,-10,2023,"Dec",NA
2023-12-28,9.4,6.4,4.5,1.1,982.1,13.9,19,210,33,2,223,6.4,0.8,0.9,0,-0.3,-9.8,2023,"Dec",NA
2023-12-29,6.7,3.1,3.4,0,992,11.4,17,240,30,3.5,238,4.675,0.6,0.6,0.6,0.6,-8.8,2023,"Dec",NA
2023-12-30,10.6,2.9,1.7,3.4,982.9,10.3,18,200,31,0.1,97,5.175,0.6,0.7,0,-2.3,-10,2023,"Dec",NA
2023-12-31,8,5.6,4.6,1.8,974.8,15.5,23,260,34,0.1,126,5.45,0.8,1.1,0,-1,-10,2023,"Dec",NA
2024-01-01,10.6,3.4,2.2,9.4,979.5,10.3,18,260,28,0,60,4.925,0.6,0.8,0,-8.8,-10,2024,"Jan",NA
2024-01-02,10.1,6.5,2.3,6.9,970.6,7.7,14,240,25,0,61,6.9,0.5,0.6,0,-6.4,-10,2024,"Jan",NA
2024-01-03,8.2,6.4,5.2,0,979.2,7.2,14,270,20,0.1,121,6.35,0.4,0.5,0.4,0.4,-9.1,2024,"Jan",NA
2024-01-04,7.5,3.2,3.2,0,988.2,7.5,14,250,23,6.4,335,5.375,0.1,0.1,0.4,0.4,-8.6,2024,"Jan",NA
2024-01-05,7,2,0.6,0,997.4,10.9,15,300,21,6.8,335,3.975,0.2,0.2,0.7,0.7,-8,2024,"Jan",NA
2024-01-06,6.4,-0.9,-0.9,0,1010.2,8.4,12,280,15,6.9,342,2.5,0.1,0.1,0.7,0.7,-7.5,2024,"Jan",NA
2024-01-07,3.2,-3,-4.7,3.7,1019.8,5.2,9,270,12,3.2,214,1.375,0.1,0.1,0,-2.9,-10,2024,"Jan",NA
2024-01-08,5.4,0.9,-4.5,1.3,1024.4,10.8,18,100,26,1.3,203,2.525,0.6,0.8,0,-0.7,-10,2024,"Jan",NA
2024-01-09,5.5,3.2,2.5,0,1024.2,16,22,90,30,1.2,225,2.95,1.3,1.7,1.3,1.3,-8.2,2024,"Jan",NA
2024-01-10,6.9,3.3,2.2,0.1,1025.3,11.5,19,70,26,0.4,160,3.625,0.9,1.1,2.1,2.1,-7,2024,"Jan",NA
2024-01-11,7.4,5.3,4.2,0,1029.4,8.2,13,80,22,0,110,5.075,0.8,0.9,2.8,2.8,-5.9,2024,"Jan",NA
2024-01-12,5.5,0.8,3.4,0,1027.7,6.4,9,330,15,0,97,4.75,0.5,0.6,3.3,3.3,-5.1,2024,"Jan",NA
2024-01-13,4.5,0.6,0.4,0.1,1017,6.5,11,280,13,0,171,3.975,0.2,0.3,3.4,3.4,-4.7,2024,"Jan",NA
2024-01-14,5.2,-0.1,-1.4,0.1,1008,8.7,12,300,19,3,298,3.475,0.3,0.3,3.6,3.6,-4.3,2024,"Jan",NA
2024-01-15,2.6,-2.4,-4,0,1004.7,8.5,13,300,18,6.8,398,1.475,0.2,0.3,3.8,3.8,-3.9,2024,"Jan",NA
2024-01-16,4.4,-0.4,-3.1,0,995.4,8.7,13,270,22,1.5,258,1.175,0.6,0.8,4.4,4.4,-3.1,2024,"Jan",NA
2024-01-17,2,-5.1,-7.1,0,988,7.4,10,320,14,7.3,441,0.925,0.1,0.1,4.5,4.5,-2.8,2024,"Jan",NA
